game_str,play_id,thr_ts,acq_ts,arr_ts,target_base,nth_throw
y1_d095_WNA_RZQ,163,5219305,5217705,5220555,first,1
y1_d095_WNA_RZQ,168,5433855,5432855,5434805,first,1
y1_d095_WNA_RZQ,205,6604705,6603355,6605955,first,1
y1_d095_XAX_QEA,25,1176181,1175181,1176981,first,1
y1_d095_XAX_QEA,32,1448681,1447381,1449581,first,1
y1_d095_XAX_QEA,36,1537581,1536081,1538981,first,1
y1_d095_XAX_QEA,45,1878681,1877731,1879881,first,1
y1_d095_XAX_QEA,59,2335531,2334281,2336381,first,1
y1_d095_XAX_QEA,109,3949581,3948231,3950431,first,1
y1_d095_XAX_QEA,124,4591031,4589681,4591981,first,1
y1_d095_XAX_QEA,137,5081131,5080181,5082781,first,1
y1_d095_XAX_QEA,169,6273581,6273131,6274431,first,1
y1_d095_XAX_QEA,179,6541881,6540681,6542781,first,1
y1_d095_XAX_QEA,182,6735431,6734681,6737081,first,1
y1_d095_XAX_QEA,186,6841981,6841031,6842681,first,1
y1_d095_XAX_QEA,195,7249181,7248331,7250381,first,1
y1_d095_XAX_QEA,202,7507131,7506381,7507881,second,1
y1_d095_XAX_QEA,202,7508431,7507881,7509381,first,2
y1_d095_XAX_QEA,210,7956431,7955081,7957381,first,1
y1_d095_XAX_QEA,218,8178181,8176981,8179131,first,1
y1_d095_XAX_QEA,248,294431,293281,295231,second,1
y1_d095_XAX_QEA,248,296981,295231,297781,first,2
y1_d096_KQQ_YJD,27,808686,807927,809841,first,1
y1_d096_KQQ_YJD,30,887754,886500,888744,first,1
y1_d096_KQQ_YJD,60,1959232,1958044,1960453,first,1
y1_d096_KQQ_YJD,84,2691041,2689952,2691899,first,1
y1_d096_KQQ_YJD,111,3614514,3613821,3615009,second,1
y1_d096_KQQ_YJD,111,3615603,3615009,3616494,first,2
y1_d096_KQQ_YJD,114,3830433,3829443,3831720,first,1
y1_d096_KQQ_YJD,142,4818421,4817596,4819411,first,1
y1_d096_KQQ_YJD,156,5299958,5298209,5301080,first,1
y1_d096_KQQ_YJD,157,5434862,5433476,5435720,first,1
y1_d096_KQQ_YJD,168,5693582,5692526,5694440,first,1
y1_d096_KQQ_YJD,174,5996258,5995037,5996918,first,1
y1_d096_KQQ_YJD,179,6173700,6172017,6174657,first,1
y1_d096_KQQ_YJD,190,6573495,6572340,6574452,first,1
y1_d096_KQQ_YJD,194,6808950,6808191,6810402,first,1
y1_d096_KQQ_YJD,204,7229536,7228051,7230394,first,1
y1_d096_KQQ_YJD,251,8810699,8809544,8811953,first,1
y1_d096_WNA_RZQ,2,38921,38071,39971,first,1
y1_d096_WNA_RZQ,9,229821,228271,231021,first,1
y1_d096_WNA_RZQ,61,2037071,2035771,2037871,first,1
y1_d096_WNA_RZQ,66,2287771,2287071,2288571,first,1
y1_d096_WNA_RZQ,69,2358371,2357321,2359021,first,1
y1_d096_WNA_RZQ,71,2407521,2406571,2408721,first,1
y1_d096_WNA_RZQ,109,3694821,3693921,3695971,first,1
y1_d096_WNA_RZQ,121,4071371,4070721,4071821,first,1
y1_d096_WNA_RZQ,123,4140671,4139871,4141421,first,1
y1_d096_WNA_RZQ,125,4304171,4302871,4304821,first,1
y1_d096_WNA_RZQ,137,4549571,4548621,4550521,first,1
y1_d096_WNA_RZQ,159,5351721,5350321,5352421,second,1
y1_d096_WNA_RZQ,159,5353071,5352421,5353871,first,2
y1_d096_WNA_RZQ,176,5995921,5994521,5997021,first,1
y1_d096_WNA_RZQ,183,6135871,6134921,6136971,first,1
y1_d096_WNA_RZQ,191,6412271,6411671,6413371,first,1
y1_d096_WNA_RZQ,220,7230571,7229871,7231471,first,1
y1_d096_WNA_RZQ,222,7375621,7374321,7376371,first,1
y1_d096_WNA_RZQ,225,7440921,7438971,7441871,first,1
y1_d096_XAX_QEA,4,115808,115458,116458,first,1
y1_d096_XAX_QEA,20,756908,755508,758208,first,1
y1_d096_XAX_QEA,33,1234358,1231858,1235158,first,1
y1_d096_XAX_QEA,40,1387108,1386458,1387758,first,1
y1_d096_XAX_QEA,72,2364558,2362908,2365358,first,1
y1_d096_XAX_QEA,75,2563508,2562508,2564258,first,1
y1_d096_XAX_QEA,169,6160458,6159758,6161258,first,1
y1_d096_XAX_QEA,177,6326658,6325808,6327458,second,1
y1_d096_XAX_QEA,177,6328208,6327458,6329008,first,2
y1_d096_XAX_QEA,183,6626908,6626108,6627458,second,1
y1_d096_XAX_QEA,183,6627958,6627458,6628908,first,2
y1_d096_XAX_QEA,235,8087708,8086158,8088558,first,1
y1_d096_XAX_QEA,276,9340858,9339308,9342158,first,1
y1_d096_XAX_QEA,277,9384408,9383208,9385408,first,1
y1_d097_MRJ_YJD,11,219728,219078,220478,first,1
y1_d097_MRJ_YJD,21,557528,556178,558828,first,1
y1_d097_MRJ_YJD,26,801678,800428,802728,first,1
y1_d097_MRJ_YJD,29,863728,862828,864928,first,1
y1_d097_MRJ_YJD,48,1438778,1437378,1440178,first,1
y1_d097_MRJ_YJD,57,1762428,1761928,1762828,first,1
y1_d097_MRJ_YJD,59,1953678,1952278,1954278,first,1
y1_d097_MRJ_YJD,91,2898578,2897628,2899428,first,1
y1_d097_MRJ_YJD,94,2990478,2989178,2991278,first,1
y1_d097_MRJ_YJD,141,4683228,4681528,4683778,first,1
y1_d097_MRJ_YJD,171,5586278,5584228,5586728,first,1
y1_d097_MRJ_YJD,176,5798478,5797128,5799428,first,1
y1_d097_MRJ_YJD,210,7024328,7023278,7025328,first,1
y1_d097_MRJ_YJD,234,8037028,8036378,8037878,first,1
y1_d097_MRJ_YJD,246,8369628,8368128,8370328,first,1
y1_d097_MRJ_YJD,259,8791228,8790278,8791928,first,1
y1_d097_MRJ_YJD,273,9282078,9280428,9283378,first,1
y1_d097_MRJ_YJD,275,9340778,9339828,9341478,second,1
y1_d097_MRJ_YJD,275,9342028,9341478,9342878,first,2
y1_d097_MRJ_YJD,277,9409578,9408528,9410178,second,1
y1_d097_MRJ_YJD,277,9410728,9410178,9411528,first,2
y1_d098_MRJ_YJD,8,121942,121242,122992,first,1
y1_d098_MRJ_YJD,32,776392,774992,777842,first,1
y1_d098_MRJ_YJD,79,2200442,2198542,2201792,first,1
y1_d098_MRJ_YJD,189,6049292,6048042,6050192,first,1
y1_d098_MRJ_YJD,195,6311342,6310592,6312392,first,1
y1_d098_MRJ_YJD,218,7275392,7273692,7276492,first,1
y1_d098_MRJ_YJD,237,7981792,7981092,7983092,first,1
y1_d098_MRJ_YJD,242,8191792,8190942,8192692,first,1
y1_d098_MRJ_YJD,243,8223142,8222442,8224542,first,1
y1_d098_MRJ_YJD,261,8874842,8874192,8875392,second,1
y1_d098_MRJ_YJD,261,8875742,8875392,8876592,first,2
y1_d098_MRJ_YJD,265,8979342,8978542,8980042,first,1
y1_d098_MRJ_YJD,271,9222042,9220592,9223142,first,1
y1_d099_MRJ_YJD,11,354417,352917,355067,first,1
y1_d099_MRJ_YJD,67,2367417,2366467,2368367,first,1
y1_d099_MRJ_YJD,79,2797767,2796967,2798617,first,1
y1_d099_MRJ_YJD,93,3337617,3336467,3338717,first,1
y1_d099_MRJ_YJD,106,3795567,3794167,3796817,first,1
y1_d099_MRJ_YJD,169,5944917,5944467,5945617,first,1
y1_d099_MRJ_YJD,214,7707417,7705167,7708467,first,1
y1_d099_MRJ_YJD,220,7922917,7921467,7923567,second,1
y1_d099_MRJ_YJD,220,7924067,7923567,7925017,first,2
y1_d099_MRJ_YJD,221,8122867,8121467,8124367,first,1
y1_d099_MRJ_YJD,265,9628917,9628617,9629517,second,1
y1_d099_MRJ_YJD,265,9630117,9629517,9630817,first,2
y1_d099_MRJ_YJD,271,9939967,9938767,9941067,first,1
y1_d099_MRJ_YJD,295,10847367,10846417,10848567,first,1
y1_d100_MRJ_YJD,6,138270,137020,139420,first,1
y1_d100_MRJ_YJD,9,208270,207120,208920,first,1
y1_d100_MRJ_YJD,56,1638320,1637870,1638920,second,1
y1_d100_MRJ_YJD,56,1639620,1638920,1640370,first,2
y1_d100_MRJ_YJD,62,1877870,1876070,1878520,first,1
y1_d100_MRJ_YJD,102,3130770,3129120,3131520,first,1
y1_d100_MRJ_YJD,134,4082720,4081670,4083420,second,1
y1_d100_MRJ_YJD,134,4083870,4083420,4084870,first,2
y1_d100_MRJ_YJD,150,4537070,4535720,4537970,first,1
y1_d100_MRJ_YJD,166,5183370,5182420,5184270,first,1
y1_d100_MRJ_YJD,172,5433820,5432070,5434570,first,1
y1_d100_MRJ_YJD,192,6092970,6092170,6093670,first,1
y1_d100_MRJ_YJD,194,6163570,6163220,6164170,second,1
y1_d100_MRJ_YJD,194,6165020,6164170,6165920,first,2
y1_d100_MRJ_YJD,206,6444220,6442420,6445420,first,1
y1_d100_MRJ_YJD,209,6617820,6616870,6619020,first,1
y1_d100_MRJ_YJD,246,7955770,7954870,7956670,first,1
y1_d100_MRJ_YJD,264,8520570,8520070,8521170,second,1
y1_d100_MRJ_YJD,264,8521770,8521170,8522920,first,2
y1_d100_MRJ_YJD,276,8971970,8971270,8972970,first,1
y2_d001_BEJ_RZQ,3,47539,46089,48139,first,1
y2_d001_BEJ_RZQ,14,347239,346639,348089,first,1
y2_d001_BEJ_RZQ,52,1684689,1683889,1685389,first,1
y2_d001_BEJ_RZQ,60,2019189,2017839,2019989,first,1
y2_d001_BEJ_RZQ,63,2084539,2083789,2085739,first,1
y2_d001_BEJ_RZQ,98,3086289,3085589,3087339,first,1
y2_d001_BEJ_RZQ,101,3161139,3159489,3161989,first,1
y2_d001_BEJ_RZQ,131,3982439,3981139,3983589,first,1
y2_d001_BEJ_RZQ,154,4851239,4849239,4852339,first,1
y2_d001_BEJ_RZQ,184,5960689,,5962039,first,1
y2_d001_BEJ_RZQ,186,6010739,6010339,6011239,first,1
y2_d001_BEJ_RZQ,191,6232389,6231589,6233039,first,1
y2_d001_BEJ_RZQ,199,6448339,6447089,6449539,first,1
y2_d001_BEJ_RZQ,216,7083339,7081839,7084589,first,1
y2_d001_BEJ_RZQ,223,7390589,7389889,7391789,first,1
y2_d001_BEJ_RZQ,240,8079639,8077939,8080289,first,1
y2_d001_BEJ_RZQ,254,8490989,8489689,8492239,first,1
y2_d001_BEJ_RZQ,261,8778489,8777789,8779439,first,1
y2_d001_BEJ_RZQ,267,8939839,8938689,8940739,first,1
y2_d001_BEJ_RZQ,268,9088789,9087939,9089739,first,1
y2_d001_BEJ_RZQ,315,10615689,10614039,10616489,first,1
y2_d002_BEJ_RZQ,16,492826,491626,493926,first,1
y2_d002_BEJ_RZQ,45,1512726,1511026,1513926,first,1
y2_d002_BEJ_RZQ,57,1957376,1956576,1958176,first,1
y2_d002_BEJ_RZQ,73,2517926,2516576,2519076,first,1
y2_d002_BEJ_RZQ,112,3896026,3894826,3897176,first,1
y2_d002_BEJ_RZQ,116,4008476,4006726,4009626,first,1
y2_d002_BEJ_RZQ,120,4095776,4095226,4096526,first,1
y2_d002_BEJ_RZQ,190,6812726,6812176,6813176,second,1
y2_d002_BEJ_RZQ,190,6813776,6813176,6814576,first,2
y2_d002_BEJ_RZQ,243,8745526,8744176,8746276,first,1
y2_d002_BEJ_RZQ,248,8953776,8953126,8954476,first,1
y2_d002_BEJ_RZQ,251,9027426,9026576,9028576,first,1
y2_d002_GHD_YJD,2,51184,50384,52284,first,1
y2_d002_GHD_YJD,67,2047284,2046134,2048084,first,1
y2_d002_GHD_YJD,82,2456084,2455234,2457284,first,1
y2_d002_GHD_YJD,83,2609734,2607934,2610834,first,1
y2_d002_GHD_YJD,89,2734534,2733534,2735234,first,1
y2_d002_GHD_YJD,100,3101984,3101134,3102734,first,1
y2_d002_GHD_YJD,110,3467984,3467184,3469034,first,1
y2_d002_GHD_YJD,131,4188534,4187434,4189484,first,1
y2_d002_GHD_YJD,143,4615584,4614334,4616734,first,1
y2_d002_GHD_YJD,148,4814084,4813434,4814784,first,1
y2_d002_GHD_YJD,176,5631834,5631534,5632534,first,1
y2_d002_GHD_YJD,188,6033534,6033134,6034134,second,1
y2_d002_GHD_YJD,188,6034734,6034134,6035584,first,2
y2_d002_GHD_YJD,220,7160584,7160234,7161084,second,1
y2_d002_GHD_YJD,220,7161684,7161084,7162584,first,2
y2_d002_GHD_YJD,247,8248434,8247784,8249484,first,1
y2_d002_GHD_YJD,252,8359834,8358984,8360734,first,1
y2_d003_GHD_YJD,37,1199456,1198763,1200446,first,1
y2_d003_GHD_YJD,44,1441313,1440620,1442336,first,1
y2_d003_GHD_YJD,50,1639149,1637334,1639875,first,1
y2_d003_GHD_YJD,54,1842528,1841241,1843782,first,1
y2_d003_GHD_YJD,58,1990401,1989873,1991061,second,1
y2_d003_GHD_YJD,58,1991622,1991061,1992513,first,2
y2_d003_GHD_YJD,70,2392440,2391219,2393562,first,1
y2_d003_GHD_YJD,80,2736730,2735740,2737984,first,1
y2_d003_GHD_YJD,100,3403561,3402637,3404452,first,1
y2_d003_GHD_YJD,105,3526750,3525661,3527641,first,1
y2_d003_GHD_YJD,125,4323074,4321688,4324229,first,1
y2_d003_GHD_YJD,187,6574535,6573710,6575492,first,1
y2_d003_GHD_YJD,207,7079468,7078643,7080458,first,1
y2_d003_GHD_YJD,212,7342709,7341785,7343402,first,1
y2_d003_GHD_YJD,216,7436528,7435439,7437386,first,1
y2_d003_GHD_YJD,231,7975221,7973967,7976442,first,1
y2_d003_GHD_YJD,234,8052837,8051418,8053827,first,1
y2_d003_GHD_YJD,275,9264301,9263410,9265390,first,1
y2_d003_GHD_YJD,285,9671060,9669839,9671819,first,1
y2_d004_BEJ_RZQ,37,1137079,1136329,1138279,first,1
y2_d004_BEJ_RZQ,40,1226229,1224679,1227079,first,1
y2_d004_BEJ_RZQ,49,1519129,1517929,1520179,first,1
y2_d004_BEJ_RZQ,55,1806029,1805379,1806629,first,1
y2_d004_BEJ_RZQ,59,1900329,1898979,1901629,first,1
y2_d004_BEJ_RZQ,61,1976429,1975279,1977379,first,1
y2_d004_BEJ_RZQ,71,2328929,2326829,2329879,first,1
y2_d004_BEJ_RZQ,106,3535179,3534229,3536429,first,1
y2_d004_BEJ_RZQ,121,4149329,4148279,4150529,first,1
y2_d004_BEJ_RZQ,139,4795729,4794229,4796529,first,1
y2_d004_BEJ_RZQ,147,5103079,5101279,5104079,first,1
y2_d004_BEJ_RZQ,154,5266029,5264379,5267229,first,1
y2_d004_BEJ_RZQ,197,6819429,6818329,6820529,first,1
y2_d004_BEJ_RZQ,201,6906729,6905479,6907379,first,1
y2_d004_BEJ_RZQ,210,7245929,7245129,7246779,first,1
y2_d004_BEJ_RZQ,216,7375629,7375529,7376379,first,1
y2_d004_BEJ_RZQ,218,7546229,7545779,7546829,second,1
y2_d004_BEJ_RZQ,218,7547429,7546829,7548529,first,2
y2_d004_BEJ_RZQ,220,7611829,7610729,7612529,first,1
y2_d004_BEJ_RZQ,228,8053879,8052929,8054679,second,1
y2_d004_BEJ_RZQ,228,8055379,8054679,8056229,first,2
y2_d004_GHD_YJD,14,381253,380395,382144,first,1
y2_d004_GHD_YJD,24,565492,564601,566515,first,1
y2_d004_GHD_YJD,54,1441742,1440224,1442666,first,1
y2_d004_GHD_YJD,72,2150351,2149394,2151176,first,1
y2_d004_GHD_YJD,78,2392605,2391912,2393430,first,1
y2_d004_GHD_YJD,83,2484906,2483949,2486028,first,1
y2_d004_GHD_YJD,93,2733264,2732835,2734188,first,1
y2_d004_GHD_YJD,111,3369834,3368712,3371055,first,1
y2_d004_GHD_YJD,114,3549454,3548365,3550642,first,1
y2_d004_GHD_YJD,117,3619546,3618787,3620338,first,1
y2_d004_GHD_YJD,124,3934663,3933871,3935554,first,1
y2_d004_GHD_YJD,136,4304263,4303372,4305352,first,1
y2_d004_GHD_YJD,153,4761380,4760324,4762106,first,1
y2_d004_GHD_YJD,158,5009573,5008979,5010101,second,1
y2_d004_GHD_YJD,158,5010794,5010101,5011652,first,2
y2_d004_GHD_YJD,160,5054420,5053727,5056169,first,1
y2_d004_GHD_YJD,167,5229683,5228066,5230871,first,1
y2_d004_GHD_YJD,202,6471211,6470221,6471706,second,1
y2_d004_GHD_YJD,202,6472333,6471706,6473290,first,2
y2_d004_GHD_YJD,219,7029934,7028713,7030957,first,1
y2_d004_GHD_YJD,244,7850513,7849919,7851107,second,1
y2_d004_GHD_YJD,244,7851635,7851107,7852592,first,2
y2_d005_DYE_RZQ,3,56754,55504,57654,first,1
y2_d005_DYE_RZQ,16,283054,281554,284404,first,1
y2_d005_DYE_RZQ,28,645654,644404,646604,first,1
y2_d005_DYE_RZQ,43,1052404,1051854,1053304,first,1
y2_d005_DYE_RZQ,77,2198454,2197104,2199554,first,1
y2_d005_DYE_RZQ,121,3481904,3481104,3483104,first,1
y2_d005_DYE_RZQ,129,3739454,3738554,3740554,first,1
y2_d005_DYE_RZQ,153,4384404,4383554,4385604,first,1
y2_d005_DYE_RZQ,243,7466420,7465470,7467570,first,1
y2_d005_DYE_RZQ,260,8231220,8229370,8232320,first,1
y2_d005_DYE_RZQ,270,8624570,8623520,8625270,second,1
y2_d005_DYE_RZQ,270,8625870,8625270,8626570,first,2
y2_d005_DYE_RZQ,328,10598670,10597570,10600020,first,1
y2_d005_NSO_YJD,65,2154592,2153192,2155542,first,1
y2_d005_NSO_YJD,84,2820192,2819392,2820942,second,1
y2_d005_NSO_YJD,84,2821642,2820942,2822492,first,2
y2_d005_NSO_YJD,106,3501492,3500242,3502492,first,1
y2_d005_NSO_YJD,127,4056942,4056242,4057792,first,1
y2_d005_NSO_YJD,132,4274742,4273592,4275942,first,1
y2_d005_NSO_YJD,159,5272292,5271342,5273692,first,1
y2_d005_NSO_YJD,176,5916492,5915842,5917142,second,1
y2_d005_NSO_YJD,176,5917742,5917142,5918642,first,2
y2_d005_NSO_YJD,210,7152392,7151442,7153542,first,1
y2_d005_NSO_YJD,223,7669092,7667742,7671792,first,1
y2_d005_NSO_YJD,265,8993742,8993242,8994292,first,1
y2_d005_NSO_YJD,284,9519792,9518842,9520392,first,1
y2_d005_NSO_YJD,298,10203242,10201942,10204042,first,1
y2_d006_DYE_RZQ,3,40152,38964,41208,first,1
y2_d006_DYE_RZQ,16,403284,402492,404637,first,1
y2_d006_DYE_RZQ,63,1835354,1834034,1835981,first,1
y2_d006_DYE_RZQ,66,1911320,1909802,1912607,first,1
y2_d006_DYE_RZQ,105,3035631,3034113,3036258,first,1
y2_d006_DYE_RZQ,117,3426351,3424800,3427143,first,1
y2_d006_DYE_RZQ,120,3485586,3484035,3486642,first,1
y2_d006_DYE_RZQ,147,4527562,4525450,4528552,first,1
y2_d006_DYE_RZQ,150,4604287,4603132,4605013,first,1
y2_d006_DYE_RZQ,155,4707446,4706654,4708667,first,1
y2_d006_DYE_RZQ,204,6514362,6512943,6515583,first,1
y2_d006_DYE_RZQ,205,6544788,6543897,6545745,first,1
y2_d006_DYE_RZQ,248,7950029,7949204,7950788,first,1
y2_d006_DYE_RZQ,270,8756847,8755527,8757870,first,1
y2_d006_DYE_RZQ,273,8886603,8885217,8887626,first,1
y2_d006_DYE_RZQ,295,9639696,9638178,9640389,second,1
y2_d006_DYE_RZQ,295,9641115,9640389,9642039,first,2
y2_d006_NSO_YJD,5,475076,474126,476226,first,1
y2_d006_NSO_YJD,28,1304176,1303726,1305026,first,1
y2_d006_NSO_YJD,34,1430876,1430076,1431676,first,1
y2_d006_NSO_YJD,46,1894276,1893226,1894826,first,1
y2_d006_NSO_YJD,75,2669376,2668476,2670476,first,1
y2_d006_NSO_YJD,86,3070326,3069276,3071026,first,1
y2_d006_NSO_YJD,93,3315876,3314526,3317226,first,1
y2_d006_NSO_YJD,115,3958576,3957076,3959726,first,1
y2_d006_NSO_YJD,123,4330076,4328926,4330826,first,1
y2_d006_NSO_YJD,125,4381276,4379126,4382326,first,1
y2_d006_NSO_YJD,129,4493276,4492526,4494226,first,1
y2_d006_NSO_YJD,136,4754926,4754326,4755876,first,1
y2_d006_NSO_YJD,143,4910976,4909726,4911726,first,1
y2_d006_NSO_YJD,169,5976176,5975126,5977426,first,1
y2_d006_NSO_YJD,188,6582226,6580476,6583326,first,1
y2_d006_NSO_YJD,198,6882726,6881376,6883626,first,1
y2_d006_NSO_YJD,231,7981276,7979826,7981876,first,1
y2_d006_NSO_YJD,266,9132526,9131426,9133576,first,1
y2_d006_NSO_YJD,275,9429476,9428476,9430176,first,1
y2_d006_NSO_YJD,278,9505176,9504326,9506126,first,1
y2_d006_NSO_YJD,287,9785026,9783026,9785976,first,1
y2_d006_NSO_YJD,305,237626,236926,238226,first,1
y2_d007_DYE_RZQ,18,371757,371057,372607,first,1
y2_d007_DYE_RZQ,52,1396257,1394857,1397157,first,1
y2_d007_DYE_RZQ,85,2556077,2555227,2557277,first,1
y2_d007_DYE_RZQ,121,3983477,3981377,3984527,first,1
y2_d007_DYE_RZQ,157,5160335,5159735,5160885,first,1
y2_d007_DYE_RZQ,189,6295635,6294635,6296285,second,1
y2_d007_DYE_RZQ,189,6296835,6296285,6297835,first,2
y2_d007_DYE_RZQ,191,6358385,6357235,6359235,second,1
y2_d007_DYE_RZQ,191,6359835,6359235,6360635,first,2
y2_d007_DYE_RZQ,195,6587935,6586535,6588985,first,1
y2_d007_DYE_RZQ,215,7247185,7246285,7248185,first,1
y2_d007_DYE_RZQ,229,7658835,7657485,7659685,first,1
y2_d007_DYE_RZQ,232,7829835,7829035,7831135,first,1
y2_d007_DYE_RZQ,274,9169685,9167935,9170685,first,1
y2_d007_DYE_RZQ,286,9477885,9476985,9478885,first,1
y2_d007_DYE_RZQ,297,9882335,9880885,9883335,first,1
y2_d007_DYE_RZQ,298,9923535,9921885,9924735,first,1
y2_d007_NSO_YJD,2,35558,34658,36458,first,1
y2_d007_NSO_YJD,31,941558,941058,942158,second,1
y2_d007_NSO_YJD,31,942858,942158,943858,first,2
y2_d007_NSO_YJD,63,2070458,2069658,2071208,first,1
y2_d007_NSO_YJD,67,2154208,2152908,2155408,first,1
y2_d007_NSO_YJD,99,3189258,3188508,3190058,first,1
y2_d007_NSO_YJD,117,3754758,3753658,3755658,first,1
y2_d007_NSO_YJD,135,4354908,4353908,4355858,first,1
y2_d007_NSO_YJD,152,5066558,5065308,5067258,first,1
y2_d007_NSO_YJD,181,6194108,6193708,6194558,second,1
y2_d007_NSO_YJD,181,6195358,6194558,6196108,first,2
y2_d007_NSO_YJD,192,6607908,6607108,6609258,first,1
y2_d007_NSO_YJD,236,8060258,8058908,8060908,first,1
y2_d007_NSO_YJD,245,8450308,8448858,8451008,first,1
y2_d008_JMJ_YJD,50,1549291,1548141,1549991,first,1
y2_d008_JMJ_YJD,83,2561941,2560891,2562741,first,1
y2_d008_JMJ_YJD,87,2746891,2746191,2748341,first,1
y2_d008_JMJ_YJD,91,2831941,2830641,2832841,first,1
y2_d008_JMJ_YJD,127,3986841,3985441,3987641,first,1
y2_d008_JMJ_YJD,184,5757441,5756691,5758041,second,1
y2_d008_JMJ_YJD,184,5758941,5758041,5759691,first,2
y2_d008_JMJ_YJD,187,5846541,5845441,5847341,first,1
y2_d008_JMJ_YJD,262,8406191,8404791,8406941,first,1
y2_d008_TSZ_RZQ,1,58595,57795,59095,first,1
y2_d008_TSZ_RZQ,13,367645,366795,368695,first,1
y2_d008_TSZ_RZQ,40,968295,967145,969345,first,1
y2_d008_TSZ_RZQ,49,1274295,1272745,1275345,first,1
y2_d008_TSZ_RZQ,55,1375795,1374745,1376995,first,1
y2_d008_TSZ_RZQ,84,2190945,2190345,2191845,first,1
y2_d008_TSZ_RZQ,89,2415345,2414395,2416195,first,1
y2_d008_TSZ_RZQ,125,3483345,3482695,3484495,first,1
y2_d008_TSZ_RZQ,139,3874745,3873895,3875345,first,1
y2_d008_TSZ_RZQ,148,4063445,4063045,4063795,second,1
y2_d008_TSZ_RZQ,148,4064245,4063795,4065145,first,2
y2_d008_TSZ_RZQ,157,4326645,4325245,4327345,first,1
y2_d008_TSZ_RZQ,160,4376895,4375745,4378195,first,1
y2_d008_TSZ_RZQ,206,5736645,5735095,5737645,first,1
y2_d008_TSZ_RZQ,208,5780245,5778595,5781145,first,1
y2_d008_TSZ_RZQ,215,6044495,6041945,6045295,first,1
y2_d009_JMJ_YJD,5,89041,87341,90091,first,1
y2_d009_JMJ_YJD,8,157191,156641,158041,first,1
y2_d009_JMJ_YJD,23,680291,679341,681191,first,1
y2_d009_JMJ_YJD,54,1601641,1600391,1602491,first,1
y2_d009_JMJ_YJD,58,1710191,1709441,1710991,first,1
y2_d009_JMJ_YJD,60,1869741,1869041,1870741,first,1
y2_d009_JMJ_YJD,95,2833141,2832041,2834191,first,1
y2_d009_JMJ_YJD,96,2866141,2863641,2866991,first,1
y2_d009_JMJ_YJD,103,3089391,3088191,3090241,first,1
y2_d009_JMJ_YJD,106,3162791,3161991,3163891,first,1
y2_d009_JMJ_YJD,107,3200391,3199091,3201291,first,1
y2_d009_JMJ_YJD,115,3495341,3494241,3496441,first,1
y2_d009_JMJ_YJD,201,6201741,6200491,6202991,first,1
y2_d009_JMJ_YJD,214,6620991,6620191,6621841,first,1
y2_d009_JMJ_YJD,241,7529791,7528241,7530691,first,1
y2_d009_JMJ_YJD,286,9090941,9090191,9092091,first,1
y2_d009_TSZ_RZQ,162,5275158,5274008,5276008,first,1
y2_d009_TSZ_RZQ,238,7928136,7926436,7928836,first,1
y2_d009_TSZ_RZQ,256,8609986,8609036,8611136,first,1
y2_d009_TSZ_RZQ,268,9072086,9071386,9073186,first,1
y2_d009_TSZ_RZQ,273,9187686,9186536,9188786,first,1
y2_d009_TSZ_RZQ,295,9986286,9985786,9987136,first,1
y2_d009_TSZ_RZQ,311,10534852,10534102,10535502,second,1
y2_d009_TSZ_RZQ,311,10536152,10535502,10537102,first,2
y2_d009_TSZ_RZQ,314,10628802,10627752,10629602,first,1
y2_d010_JMJ_YJD,31,775515,774690,776307,second,1
y2_d010_JMJ_YJD,31,776934,776307,777726,first,2
y2_d010_JMJ_YJD,45,1239924,1239000,1240716,first,1
y2_d010_JMJ_YJD,105,3091127,3090335,3092117,first,1
y2_d010_JMJ_YJD,116,3342422,3341465,3343082,first,1
y2_d010_JMJ_YJD,127,3776505,3775218,3777297,first,1
y2_d010_JMJ_YJD,140,4358658,4357800,4359978,first,1
y2_d010_JMJ_YJD,164,5014567,5013973,5015095,second,1
y2_d010_JMJ_YJD,164,5015623,5015095,5016448,first,2
y2_d010_JMJ_YJD,181,5757266,5755451,5758421,first,1
y2_d010_JMJ_YJD,224,7063308,7062648,7064562,first,1
y2_d010_JMJ_YJD,231,7371033,7369977,7372188,first,1
y2_d010_JMJ_YJD,233,7548771,7548012,7549992,first,1
y2_d010_JMJ_YJD,237,7645692,7644207,7646748,first,1
y2_d010_JMJ_YJD,242,7790860,7790002,7791982,first,1
y2_d010_TSZ_RZQ,7,190661,189861,191761,first,1
y2_d010_TSZ_RZQ,19,497361,495861,498261,first,1
y2_d010_TSZ_RZQ,56,1676161,1674411,1677111,first,1
y2_d010_TSZ_RZQ,57,1824661,1824061,1825661,first,1
y2_d010_TSZ_RZQ,76,2372861,2371361,2373511,second,1
y2_d010_TSZ_RZQ,76,2373961,2373511,2374861,first,2
y2_d010_TSZ_RZQ,170,5542411,5541961,5543311,first,1
y2_d010_TSZ_RZQ,174,5635861,5635261,5636411,second,1
y2_d010_TSZ_RZQ,174,5637011,5636411,5637811,first,2
y2_d010_TSZ_RZQ,180,5874261,5873811,5874861,second,1
y2_d010_TSZ_RZQ,180,5875361,5874861,5876161,first,2
y2_d010_TSZ_RZQ,189,6178811,6178511,6179161,second,1
y2_d010_TSZ_RZQ,189,6179711,6179161,6180611,first,2
y2_d010_TSZ_RZQ,190,6224111,6222861,6224711,first,1
